state,ward_id,month,consumption_kwh
Rajasthan,W1,2014-12,20.98
Rajasthan,W1,2015-01,22.29
Rajasthan,W1,2015-02,22.06
Rajasthan,W1,2015-03,24.67
Rajasthan,W2,2014-04,6.05
Rajasthan,W2,2014-05,6.3
Rajasthan,W2,2014-06,6.98
Rajasthan,W2,2014-07,6.54
Rajasthan,W2,2014-08,6.27
Rajasthan,W2,2014-09,5.68
Rajasthan,W2,2014-10,5.55
Rajasthan,W2,2014-11,5.47
Rajasthan,W2,2014-12,5.86
Rajasthan,W2,2015-01,5.96
Rajasthan,W2,2015-02,5.89
Rajasthan,W2,2015-03,6.12
Rajasthan,W3,2014-04,10.79
Rajasthan,W3,2014-05,10.28
Rajasthan,W3,2014-06,10.96
Rajasthan,W3,2014-07,11.5
Rajasthan,W3,2014-08,11.04
Rajasthan,W3,2014-09,9.79
Rajasthan,W3,2014-10,8.89
Rajasthan,W3,2014-11,8.66
Rajasthan,W3,2014-12,8.16
Rajasthan,W3,2015-01,9.84
Rajasthan,W3,2015-02,9.51
Rajasthan,W3,2015-03,10.93
Rajasthan,W4,2014-04,20.05
Rajasthan,W4,2014-05,20.58
Rajasthan,W4,2014-06,21.29
Rajasthan,W4,2014-07,22.89
Rajasthan,W4,2014-08,19.1
Rajasthan,W4,2014-09,19.56
Rajasthan,W4,2014-10,18.1
Rajasthan,W4,2014-11,17.83
Rajasthan,W4,2014-12,17.32
Rajasthan,W4,2015-01,17.74
Rajasthan,W4,2015-02,20.2
Rajasthan,W4,2015-03,19.56
Rajasthan,W5,2014-04,3.47
Rajasthan,W5,2014-05,3.43
Rajasthan,W5,2014-06,3.62
Rajasthan,W5,2014-07,3.42
Rajasthan,W5,2014-08,3.41
Rajasthan,W5,2014-09,3.19
Rajasthan,W5,2014-10,2.86
Rajasthan,W5,2014-11,2.8
Rajasthan,W5,2014-12,2.78
Rajasthan,W5,2015-01,3.06
Rajasthan,W5,2015-02,3.01
Rajasthan,W5,2015-03,3.44
Rajasthan,W6,2014-04,2.19
Rajasthan,W6,2014-05,2.43
Rajasthan,W6,2014-06,2.25
Rajasthan,W6,2014-07,2.75
Rajasthan,W6,2014-08,2.13
Rajasthan,W6,2014-09,2.29
Rajasthan,W6,2014-10,1.93
Rajasthan,W6,2014-11,1.98
Rajasthan,W6,2014-12,2.14
Rajasthan,W6,2015-01,2.07
Rajasthan,W6,2015-02,2.16
Rajasthan,W6,2015-03,2.31
Rajasthan,W7,2014-04,8.82
Rajasthan,W7,2014-05,9.1
Rajasthan,W7,2014-06,9.69
Rajasthan,W7,2014-07,9.4
Rajasthan,W7,2014-08,9.16
Rajasthan,W7,2014-09,8.38
Rajasthan,W7,2014-10,8.26
Rajasthan,W7,2014-11,7.2
Rajasthan,W7,2014-12,8.05
Rajasthan,W7,2015-01,8.51
Rajasthan,W7,2015-02,8.84
Rajasthan,W7,2015-03,8.81
Rajasthan,W8,2014-04,3.68
Rajasthan,W8,2014-05,3.71
Rajasthan,W8,2014-06,3.82
Rajasthan,W8,2014-07,4.1
Rajasthan,W8,2014-08,3.72
Rajasthan,W8,2014-09,3.6
Rajasthan,W8,2014-10,3.29
Rajasthan,W8,2014-11,3.1
Rajasthan,W8,2014-12,3.37
Rajasthan,W8,2015-01,3.35
Rajasthan,W8,2015-02,3.35
Rajasthan,W8,2015-03,3.52
Rajasthan,W9,2014-04,1.75
Rajasthan,W9,2014-05,1.82
Rajasthan,W9,2014-06,1.86
Rajasthan,W9,2014-07,1.84
Rajasthan,W9,2014-08,1.81
Rajasthan,W9,2014-09,1.73
Rajasthan,W9,2014-10,1.45
Rajasthan,W9,2014-11,1.51
Rajasthan,W9,2014-12,1.5
Rajasthan,W9,2015-01,1.51
Rajasthan,W9,2015-02,1.59
Rajasthan,W9,2015-03,1.7
Rajasthan,W10,2014-04,15.43
Rajasthan,W10,2014-05,15.85
Rajasthan,W10,2014-06,16.97
Rajasthan,W10,2014-07,15.3
Rajasthan,W10,2014-08,15.57
Rajasthan,W10,2014-09,14.47
Rajasthan,W10,2014-10,13.67
Rajasthan,W10,2014-11,13.69
Rajasthan,W10,2014-12,14.2
Rajasthan,W10,2015-01,13.95
Rajasthan,W10,2015-02,15.91
Rajasthan,W10,2015-03,15.51
Uttar Pradesh,W1,2014-04,4.48
Uttar Pradesh,W1,2014-05,5.21
Uttar Pradesh,W1,2014-06,4.62
Uttar Pradesh,W1,2014-07,4.9
Uttar Pradesh,W1,2014-08,4.71
Uttar Pradesh,W1,2014-09,4.36
Uttar Pradesh,W1,2014-10,3.91
Uttar Pradesh,W1,2014-11,4.23
Uttar Pradesh,W1,2014-12,4.26
Uttar Pradesh,W1,2015-01,4.07
Uttar Pradesh,W1,2015-02,4.0
Uttar Pradesh,W1,2015-03,4.55
Uttar Pradesh,W2,2014-04,0.58
Uttar Pradesh,W2,2014-05,0.6
Uttar Pradesh,W2,2014-06,0.64
Uttar Pradesh,W2,2014-07,0.56
Uttar Pradesh,W2,2014-08,0.59
Uttar Pradesh,W2,2014-09,0.57
Uttar Pradesh,W2,2014-10,0.52
Uttar Pradesh,W2,2014-11,0.51
Uttar Pradesh,W2,2014-12,0.46
Uttar Pradesh,W2,2015-01,0.49
Uttar Pradesh,W2,2015-02,0.54
Uttar Pradesh,W2,2015-03,0.57
Uttar Pradesh,W3,2014-04,1.4
Uttar Pradesh,W3,2014-05,1.38
Uttar Pradesh,W3,2014-06,1.57
Uttar Pradesh,W3,2014-07,1.54
Uttar Pradesh,W3,2014-08,1.43
Uttar Pradesh,W3,2014-09,1.29
Uttar Pradesh,W3,2014-10,1.21
Uttar Pradesh,W3,2014-11,1.16
Uttar Pradesh,W3,2014-12,1.21
Uttar Pradesh,W3,2015-01,1.32
Uttar Pradesh,W3,2015-02,1.23
Uttar Pradesh,W3,2015-03,1.36
Uttar Pradesh,W4,2014-04,6.6
Uttar Pradesh,W4,2014-05,7.5
Uttar Pradesh,W4,2014-06,7.82
Uttar Pradesh,W4,2014-07,7.05
Uttar Pradesh,W4,2014-08,7.18
Uttar Pradesh,W4,2014-09,6.51
Uttar Pradesh,W4,2014-10,5.63
Uttar Pradesh,W4,2014-11,5.75
Uttar Pradesh,W4,2014-12,6.2
Uttar Pradesh,W4,2015-01,5.79
Uttar Pradesh,W4,2015-02,6.48
Uttar Pradesh,W4,2015-03,6.57
Uttar Pradesh,W5,2014-04,5.2
Uttar Pradesh,W5,2014-05,4.99
Uttar Pradesh,W5,2014-06,4.55
Uttar Pradesh,W5,2014-07,5.14
Uttar Pradesh,W5,2014-08,4.7
Uttar Pradesh,W5,2014-09,4.42
Uttar Pradesh,W5,2014-10,4.34
Uttar Pradesh,W5,2014-11,4.32
Uttar Pradesh,W5,2014-12,4.21
Uttar Pradesh,W5,2015-01,4.32
Uttar Pradesh,W5,2015-02,4.47
Uttar Pradesh,W5,2015-03,5.05
Uttar Pradesh,W6,2014-04,4.55
Uttar Pradesh,W6,2014-05,4.65
Uttar Pradesh,W6,2014-06,5.51
Uttar Pradesh,W6,2014-07,5.06
Uttar Pradesh,W6,2014-08,4.78
Uttar Pradesh,W6,2014-09,4.43
Uttar Pradesh,W6,2014-10,4.26
Uttar Pradesh,W6,2014-11,4.06
Uttar Pradesh,W6,2014-12,4.29
Uttar Pradesh,W6,2015-01,4.46
Uttar Pradesh,W6,2015-02,4.67
Uttar Pradesh,W6,2015-03,4.78
Uttar Pradesh,W7,2014-04,2.32
Uttar Pradesh,W7,2014-05,2.26
Uttar Pradesh,W7,2014-06,2.51
Uttar Pradesh,W7,2014-07,2.33
Uttar Pradesh,W7,2014-08,2.24
Uttar Pradesh,W7,2014-09,2.22
Uttar Pradesh,W7,2014-10,2.05
Uttar Pradesh,W7,2014-11,1.93
Uttar Pradesh,W7,2014-12,2.06
Uttar Pradesh,W7,2015-01,2.11
Uttar Pradesh,W7,2015-02,2.2
Uttar Pradesh,W7,2015-03,2.28
Uttar Pradesh,W8,2014-04,0.09
Uttar Pradesh,W8,2014-05,0.1
Uttar Pradesh,W8,2014-06,0.1
Uttar Pradesh,W8,2014-07,0.1
Uttar Pradesh,W8,2014-08,0.1
Uttar Pradesh,W8,2014-09,0.09
Uttar Pradesh,W8,2014-10,0.08
Uttar Pradesh,W8,2014-11,0.08
Uttar Pradesh,W8,2014-12,0.08
Uttar Pradesh,W8,2015-01,0.08
Uttar Pradesh,W8,2015-02,0.09
Uttar Pradesh,W8,2015-03,0.1
Uttar Pradesh,W9,2014-04,16.08
Uttar Pradesh,W9,2014-05,16.69
Uttar Pradesh,W9,2014-06,16.24
Uttar Pradesh,W9,2014-07,17.04
Uttar Pradesh,W9,2014-08,15.37
Uttar Pradesh,W9,2014-09,14.22
Uttar Pradesh,W9,2014-10,15.16
Uttar Pradesh,W9,2014-11,12.83
Uttar Pradesh,W9,2014-12,14.92
Uttar Pradesh,W9,2015-01,15.31
Uttar Pradesh,W9,2015-02,15.43
Uttar Pradesh,W9,2015-03,15.37
Uttar Pradesh,W10,2014-04,2.05
Uttar Pradesh,W10,2014-05,2.03
Uttar Pradesh,W10,2014-06,2.08
Uttar Pradesh,W10,2014-07,2.19
Uttar Pradesh,W10,2014-08,2.08
Uttar Pradesh,W10,2014-09,1.66
Uttar Pradesh,W10,2014-10,1.7
Uttar Pradesh,W10,2014-11,1.64
Uttar Pradesh,W10,2014-12,1.84
Uttar Pradesh,W10,2015-01,1.85
Uttar Pradesh,W10,2015-02,1.75
Uttar Pradesh,W10,2015-03,1.88
Uttarakhand,W1,2014-04,25.06
Uttarakhand,W1,2014-05,24.63
Uttarakhand,W1,2014-06,29.21
Uttarakhand,W1,2014-07,28.35
Uttarakhand,W1,2014-08,25.7
Uttarakhand,W1,2014-09,23.7
Uttarakhand,W1,2014-10,21.44
Uttarakhand,W1,2014-11,21.15
Uttarakhand,W1,2014-12,21.48
Uttarakhand,W1,2015-01,24.55
Uttarakhand,W1,2015-02,26.44
Uttarakhand,W1,2015-03,25.73
Uttarakhand,W2,2014-04,17.26
Uttarakhand,W2,2014-05,18.59
Uttarakhand,W2,2014-06,17.31
Uttarakhand,W2,2014-07,18.34
Uttarakhand,W2,2014-08,18.65
Uttarakhand,W2,2014-09,15.9
Uttarakhand,W2,2014-10,15.13
Uttarakhand,W2,2014-11,15.55
Uttarakhand,W2,2014-12,15.63
Uttarakhand,W2,2015-01,16.29
Uttarakhand,W2,2015-02,16.49
Uttarakhand,W2,2015-03,18.37
Uttarakhand,W3,2014-04,0.21
Uttarakhand,W3,2014-05,0.22
Uttarakhand,W3,2014-06,0.22
Uttarakhand,W3,2014-07,0.2
Uttarakhand,W3,2014-08,0.23
Uttarakhand,W3,2014-09,0.2
Uttarakhand,W3,2014-10,0.17
Uttarakhand,W3,2014-11,0.17
Uttarakhand,W3,2014-12,0.19
Uttarakhand,W3,2015-01,0.2
Uttarakhand,W3,2015-02,0.21
Uttarakhand,W3,2015-03,0.21
Uttarakhand,W4,2014-04,8.94
Uttarakhand,W4,2014-05,9.12
Uttarakhand,W4,2014-06,9.24
Uttarakhand,W4,2014-07,10.65
Uttarakhand,W4,2014-08,9.8
Uttarakhand,W4,2014-09,8.35
Uttarakhand,W4,2014-10,8.02
Uttarakhand,W4,2014-11,8.16
Uttarakhand,W4,2014-12,7.61
Uttarakhand,W4,2015-01,8.75
Uttarakhand,W4,2015-02,8.16
Uttarakhand,W4,2015-03,9.28
Uttarakhand,W5,2014-04,2.26
Uttarakhand,W5,2014-05,2.48
Uttarakhand,W5,2014-06,2.53
Uttarakhand,W5,2014-07,2.64
Uttarakhand,W5,2014-08,2.46
Uttarakhand,W5,2014-09,2.31
Uttarakhand,W5,2014-10,2.07
Uttarakhand,W5,2014-11,2.1
Uttarakhand,W5,2014-12,1.92
Uttarakhand,W5,2015-01,2.1
Uttarakhand,W5,2015-02,2.16
Uttarakhand,W5,2015-03,2.34
Uttarakhand,W6,2014-04,5.29
Uttarakhand,W6,2014-05,5.73
Uttarakhand,W6,2014-06,5.91
Uttarakhand,W6,2014-07,6.66
Uttarakhand,W6,2014-08,6.34
Uttarakhand,W6,2014-09,5.3
Uttarakhand,W6,2014-10,5.06
Uttarakhand,W6,2014-11,4.7
Uttarakhand,W6,2014-12,5.39
Uttarakhand,W6,2015-01,4.9
Uttarakhand,W6,2015-02,5.84
Uttarakhand,W6,2015-03,5.62
Uttarakhand,W7,2014-04,28.63
Uttarakhand,W7,2014-05,27.24
Uttarakhand,W7,2014-06,31.27
Uttarakhand,W7,2014-07,31.54
Uttarakhand,W7,2014-08,28.6
Uttarakhand,W7,2014-09,24.85
Uttarakhand,W7,2014-10,24.83
Uttarakhand,W7,2014-11,23.26
Uttarakhand,W7,2014-12,22.52
Uttarakhand,W7,2015-01,23.16
Uttarakhand,W7,2015-02,25.24
Uttarakhand,W7,2015-03,27.66
Uttarakhand,W8,2014-04,22.34
Uttarakhand,W8,2014-05,22.65
Uttarakhand,W8,2014-06,23.08
Uttarakhand,W8,2014-07,25.06
Uttarakhand,W8,2014-08,25.67
Uttarakhand,W8,2014-09,23.09
Uttarakhand,W8,2014-10,20.03
Uttarakhand,W8,2014-11,18.94
Uttarakhand,W8,2014-12,18.14
Uttarakhand,W8,2015-01,22.71
Uttarakhand,W8,2015-02,21.92
Uttarakhand,W8,2015-03,22.85
Uttarakhand,W9,2014-04,5.23
Uttarakhand,W9,2014-05,4.54
Uttarakhand,W9,2014-06,5.48
Uttarakhand,W9,2014-07,5.62
Uttarakhand,W9,2014-08,4.76
Uttarakhand,W9,2014-09,5.16
Uttarakhand,W9,2014-10,4.57
Uttarakhand,W9,2014-11,4.45
Uttarakhand,W9,2014-12,4.43
Uttarakhand,W9,2015-01,4.51
Uttarakhand,W9,2015-02,5.08
Uttarakhand,W9,2015-03,4.98
Uttarakhand,W10,2014-04,1.53
Uttarakhand,W10,2014-05,1.56
Uttarakhand,W10,2014-06,1.42
Uttarakhand,W10,2014-07,1.59
Uttarakhand,W10,2014-08,1.66
Uttarakhand,W10,2014-09,1.38
Uttarakhand,W10,2014-10,1.33
Uttarakhand,W10,2014-11,1.25
Uttarakhand,W10,2014-12,1.35
Uttarakhand,W10,2015-01,1.35
Uttarakhand,W10,2015-02,1.3
Uttarakhand,W10,2015-03,1.42
Chhattisgarh,W1,2014-04,8.36
Chhattisgarh,W1,2014-05,9.2
Chhattisgarh,W1,2014-06,8.08
Chhattisgarh,W1,2014-07,9.82
Chhattisgarh,W1,2014-08,8.78
Chhattisgarh,W1,2014-09,8.45
Chhattisgarh,W1,2014-10,7.08
Chhattisgarh,W1,2014-11,6.92
Chhattisgarh,W1,2014-12,6.92
Chhattisgarh,W1,2015-01,7.92
Chhattisgarh,W1,2015-02,8.54
Chhattisgarh,W1,2015-03,8.43
Chhattisgarh,W2,2014-04,2.39
Chhattisgarh,W2,2014-05,2.51
Chhattisgarh,W2,2014-06,2.38
Chhattisgarh,W2,2014-07,2.35
Chhattisgarh,W2,2014-08,2.48
Chhattisgarh,W2,2014-09,2.22
Chhattisgarh,W2,2014-10,2.06
Chhattisgarh,W2,2014-11,2.12
Chhattisgarh,W2,2014-12,1.97
Chhattisgarh,W2,2015-01,2.12
Chhattisgarh,W2,2015-02,2.22
Chhattisgarh,W2,2015-03,2.39
Chhattisgarh,W3,2014-04,5.77
Chhattisgarh,W3,2014-05,6.17
Chhattisgarh,W3,2014-06,5.9
Chhattisgarh,W3,2014-07,6.33
Chhattisgarh,W3,2014-08,6.45
Chhattisgarh,W3,2014-09,5.52
Chhattisgarh,W3,2014-10,5.53
Chhattisgarh,W3,2014-11,4.86
Chhattisgarh,W3,2014-12,4.75
Chhattisgarh,W3,2015-01,5.7
Chhattisgarh,W3,2015-02,5.69
Chhattisgarh,W3,2015-03,5.66
Chhattisgarh,W4,2014-04,11.35
Chhattisgarh,W4,2014-05,12.04
Chhattisgarh,W4,2014-06,12.26
Chhattisgarh,W4,2014-07,13.45
Chhattisgarh,W4,2014-08,12.01
Chhattisgarh,W4,2014-09,11.09
Chhattisgarh,W4,2014-10,11.03
Chhattisgarh,W4,2014-11,9.27
Chhattisgarh,W4,2014-12,9.86
Chhattisgarh,W4,2015-01,10.77
Chhattisgarh,W4,2015-02,9.88
Chhattisgarh,W4,2015-03,11.44
Chhattisgarh,W5,2014-04,44.26
Chhattisgarh,W5,2014-05,46.98
Chhattisgarh,W5,2014-06,47.46
Chhattisgarh,W5,2014-07,48.77
Chhattisgarh,W5,2014-08,46.13
Chhattisgarh,W5,2014-09,39.52
Chhattisgarh,W5,2014-10,41.01
Chhattisgarh,W5,2014-11,35.23
Chhattisgarh,W5,2014-12,38.25
Chhattisgarh,W5,2015-01,44.03
Chhattisgarh,W5,2015-02,38.16
Chhattisgarh,W5,2015-03,41.17
Chhattisgarh,W6,2014-04,8.71
Chhattisgarh,W6,2014-05,9.39
Chhattisgarh,W6,2014-06,10.58
Chhattisgarh,W6,2014-07,9.8
Chhattisgarh,W6,2014-08,9.57
Chhattisgarh,W6,2014-09,8.8
Chhattisgarh,W6,2014-10,8.55
Chhattisgarh,W6,2014-11,7.51
Chhattisgarh,W6,2014-12,7.96
Chhattisgarh,W6,2015-01,9.45
Chhattisgarh,W6,2015-02,8.33
Chhattisgarh,W6,2015-03,9.3
Chhattisgarh,W7,2014-04,32.63
Chhattisgarh,W7,2014-05,36.16
Chhattisgarh,W7,2014-06,34.84
Chhattisgarh,W7,2014-07,38.48
Chhattisgarh,W7,2014-08,36.98
Chhattisgarh,W7,2014-09,36.75
Chhattisgarh,W7,2014-10,32.85
Chhattisgarh,W7,2014-11,29.89
Chhattisgarh,W7,2014-12,27.9
Chhattisgarh,W7,2015-01,32.71
Chhattisgarh,W7,2015-02,31.21
Chhattisgarh,W7,2015-03,34.45
Chhattisgarh,W8,2014-04,16.45
Chhattisgarh,W8,2014-05,18.18
Chhattisgarh,W8,2014-06,15.57
Chhattisgarh,W8,2014-07,18.24
Chhattisgarh,W8,2014-08,17.4
Chhattisgarh,W8,2014-09,14.96
Chhattisgarh,W8,2014-10,13.93
Chhattisgarh,W8,2014-11,14.25
Chhattisgarh,W8,2014-12,13.49
Chhattisgarh,W8,2015-01,14.78
Chhattisgarh,W8,2015-02,14.66
Chhattisgarh,W8,2015-03,16.43
Chhattisgarh,W9,2014-04,5.21
Chhattisgarh,W9,2014-05,5.27
Chhattisgarh,W9,2014-06,5.54
Chhattisgarh,W9,2014-07,5.93
Chhattisgarh,W9,2014-08,5.69
Chhattisgarh,W9,2014-09,4.79
Chhattisgarh,W9,2014-10,4.81
Chhattisgarh,W9,2014-11,4.63
Chhattisgarh,W9,2014-12,4.88
Chhattisgarh,W9,2015-01,5.24
Chhattisgarh,W9,2015-02,4.64
Chhattisgarh,W9,2015-03,5.05
Chhattisgarh,W10,2014-04,9.17
Chhattisgarh,W10,2014-05,10.0
Chhattisgarh,W10,2014-06,11.24
Chhattisgarh,W10,2014-07,11.72
Chhattisgarh,W10,2014-08,9.78
Chhattisgarh,W10,2014-09,9.63
Chhattisgarh,W10,2014-10,8.75
Chhattisgarh,W10,2014-11,8.27
Chhattisgarh,W10,2014-12,8.51
Chhattisgarh,W10,2015-01,8.72
Chhattisgarh,W10,2015-02,9.75
Chhattisgarh,W10,2015-03,9.77
Gujarat,W1,2014-04,5.2
Gujarat,W1,2014-05,5.86
Gujarat,W1,2014-06,5.55
Gujarat,W1,2014-07,6.61
Gujarat,W1,2014-08,5.6
Gujarat,W1,2014-09,4.82
Gujarat,W1,2014-10,4.8
Gujarat,W1,2014-11,4.82
Gujarat,W1,2014-12,5.05
Gujarat,W1,2015-01,5.51
Gujarat,W1,2015-02,5.0
Gujarat,W1,2015-03,5.33
Gujarat,W2,2014-04,5.01
Gujarat,W2,2014-05,5.58
Gujarat,W2,2014-06,4.95
Gujarat,W2,2014-07,5.61
Gujarat,W2,2014-08,5.2
Gujarat,W2,2014-09,4.73
Gujarat,W2,2014-10,4.35
Gujarat,W2,2014-11,4.18
Gujarat,W2,2014-12,4.73
Gujarat,W2,2015-01,4.34
Gujarat,W2,2015-02,4.66
Gujarat,W2,2015-03,5.66
Gujarat,W3,2014-04,18.02
Gujarat,W3,2014-05,17.95
Gujarat,W3,2014-06,18.94
Gujarat,W3,2014-07,17.95
Gujarat,W3,2014-08,17.86
Gujarat,W3,2014-09,17.38
Gujarat,W3,2014-10,16.23
Gujarat,W3,2014-11,14.02
Gujarat,W3,2014-12,14.2
Gujarat,W3,2015-01,15.96
Gujarat,W3,2015-02,15.7
Gujarat,W3,2015-03,16.5
Gujarat,W4,2014-04,4.04
Gujarat,W4,2014-05,4.76
Gujarat,W4,2014-06,5.05
Gujarat,W4,2014-07,5.5
Gujarat,W4,2014-08,5.04
Gujarat,W4,2014-09,4.96
Gujarat,W4,2014-10,4.07
Gujarat,W4,2014-11,4.13
Gujarat,W4,2014-12,4.13
Gujarat,W4,2015-01,3.87
Gujarat,W4,2015-02,4.19
Gujarat,W4,2015-03,4.39
Gujarat,W5,2014-04,26.68
Gujarat,W5,2014-05,30.2
Gujarat,W5,2014-06,30.63
Gujarat,W5,2014-07,31.95
Gujarat,W5,2014-08,30.71
Gujarat,W5,2014-09,26.52
Gujarat,W5,2014-10,25.11
Gujarat,W5,2014-11,24.9
Gujarat,W5,2014-12,24.2
Gujarat,W5,2015-01,24.87
Gujarat,W5,2015-02,29.25
Gujarat,W5,2015-03,28.16
Gujarat,W6,2014-04,77.97
Gujarat,W6,2014-05,81.82
Gujarat,W6,2014-06,84.04
Gujarat,W6,2014-07,81.6
Gujarat,W6,2014-08,83.72
Gujarat,W6,2014-09,76.81
Gujarat,W6,2014-10,67.39
Gujarat,W6,2014-11,74.76
Gujarat,W6,2014-12,73.5
Gujarat,W6,2015-01,75.46
Gujarat,W6,2015-02,81.71
Gujarat,W6,2015-03,77.91
Gujarat,W7,2014-04,19.26
Gujarat,W7,2014-05,19.93
Gujarat,W7,2014-06,20.09
Gujarat,W7,2014-07,20.97
Gujarat,W7,2014-08,20.17
Gujarat,W7,2014-09,17.16
Gujarat,W7,2014-10,17.36
Gujarat,W7,2014-11,15.83
Gujarat,W7,2014-12,16.53
Gujarat,W7,2015-01,17.53
Gujarat,W7,2015-02,19.51
Gujarat,W7,2015-03,18.35
Gujarat,W8,2014-04,0.35
Gujarat,W8,2014-05,0.35
Gujarat,W8,2014-06,0.39
Gujarat,W8,2014-07,0.39
Gujarat,W8,2014-08,0.34
Gujarat,W8,2014-09,0.35
Gujarat,W8,2014-10,0.32
Gujarat,W8,2014-11,0.31
Gujarat,W8,2014-12,0.32
Gujarat,W8,2015-01,0.32
Gujarat,W8,2015-02,0.32
Gujarat,W8,2015-03,0.32
Gujarat,W9,2014-04,3.58
Gujarat,W9,2014-05,3.97
Gujarat,W9,2014-06,4.29
Gujarat,W9,2014-07,4.28
Gujarat,W9,2014-08,4.24
Gujarat,W9,2014-09,3.91
Gujarat,W9,2014-10,3.58
Gujarat,W9,2014-11,3.58
Gujarat,W9,2014-12,3.37
Gujarat,W9,2015-01,3.72
Gujarat,W9,2015-02,4.04
Gujarat,W9,2015-03,4.18
Gujarat,W10,2014-04,16.43
Gujarat,W10,2014-05,16.66
Gujarat,W10,2014-06,17.61
Gujarat,W10,2014-07,17.24
Gujarat,W10,2014-08,18.07
Gujarat,W10,2014-09,14.46
Gujarat,W10,2014-10,13.74
Gujarat,W10,2014-11,14.4
Gujarat,W10,2014-12,12.59
Gujarat,W10,2015-01,15.48
Gujarat,W10,2015-02,15.67
Gujarat,W10,2015-03,14.71
Madhya Pradesh,W1,2014-04,9.45
Madhya Pradesh,W1,2014-05,9.55
Madhya Pradesh,W1,2014-06,10.97
Madhya Pradesh,W1,2014-07,10.62
Madhya Pradesh,W1,2014-08,10.58
Madhya Pradesh,W1,2014-09,9.1
Madhya Pradesh,W1,2014-10,8.21
Madhya Pradesh,W1,2014-11,7.68
Madhya Pradesh,W1,2014-12,8.2
Madhya Pradesh,W1,2015-01,9.54
Madhya Pradesh,W1,2015-02,8.65
Madhya Pradesh,W1,2015-03,8.28
Madhya Pradesh,W2,2014-04,21.63
Madhya Pradesh,W2,2014-05,24.58
Madhya Pradesh,W2,2014-06,26.12
Madhya Pradesh,W2,2014-07,26.75
Madhya Pradesh,W2,2014-08,27.16
Madhya Pradesh,W2,2014-09,22.8
Madhya Pradesh,W2,2014-10,22.19
Madhya Pradesh,W2,2014-11,21.59
Madhya Pradesh,W2,2014-12,20.28
Madhya Pradesh,W2,2015-01,22.67
Madhya Pradesh,W2,2015-02,24.08
Madhya Pradesh,W2,2015-03,23.09
Madhya Pradesh,W3,2014-04,2.11
Madhya Pradesh,W3,2014-05,2.11
Madhya Pradesh,W3,2014-06,1.9
Madhya Pradesh,W3,2014-07,2.12
Madhya Pradesh,W3,2014-08,2.1
Madhya Pradesh,W3,2014-09,2.02
Madhya Pradesh,W3,2014-10,1.63
Madhya Pradesh,W3,2014-11,1.64
Madhya Pradesh,W3,2014-12,1.68
Madhya Pradesh,W3,2015-01,1.82
Madhya Pradesh,W3,2015-02,1.91
Madhya Pradesh,W3,2015-03,1.9
Madhya Pradesh,W4,2014-04,4.25
Madhya Pradesh,W4,2014-05,4.14
Madhya Pradesh,W4,2014-06,4.67
Madhya Pradesh,W4,2014-07,4.41
Madhya Pradesh,W4,2014-08,4.59
Madhya Pradesh,W4,2014-09,4.07
Madhya Pradesh,W4,2014-10,3.6
Madhya Pradesh,W4,2014-11,3.18
Madhya Pradesh,W4,2014-12,3.57
Madhya Pradesh,W4,2015-01,3.44
Madhya Pradesh,W4,2015-02,3.78
Madhya Pradesh,W4,2015-03,3.93
Madhya Pradesh,W5,2014-04,13.58
Madhya Pradesh,W5,2014-05,13.01
Madhya Pradesh,W5,2014-06,13.55
Madhya Pradesh,W5,2014-07,14.67
Madhya Pradesh,W5,2014-08,12.93
Madhya Pradesh,W5,2014-09,12.64
Madhya Pradesh,W5,2014-10,11.86
Madhya Pradesh,W5,2014-11,11.78
Madhya Pradesh,W5,2014-12,10.46
Madhya Pradesh,W5,2015-01,12.86
Madhya Pradesh,W5,2015-02,12.28
Madhya Pradesh,W5,2015-03,13.1
Madhya Pradesh,W6,2014-04,0.38
Madhya Pradesh,W6,2014-05,0.36
Madhya Pradesh,W6,2014-06,0.38
Madhya Pradesh,W6,2014-07,0.38
Madhya Pradesh,W6,2014-08,0.38
Madhya Pradesh,W6,2014-09,0.33
Madhya Pradesh,W6,2014-10,0.31
Madhya Pradesh,W6,2014-11,0.31
Madhya Pradesh,W6,2014-12,0.29
Madhya Pradesh,W6,2015-01,0.29
Madhya Pradesh,W6,2015-02,0.36
Madhya Pradesh,W6,2015-03,0.32
Madhya Pradesh,W7,2014-04,3.21
Madhya Pradesh,W7,2014-05,3.22
Madhya Pradesh,W7,2014-06,3.2
Madhya Pradesh,W7,2014-07,3.25
Madhya Pradesh,W7,2014-08,3.15
Madhya Pradesh,W7,2014-09,2.89
Madhya Pradesh,W7,2014-10,2.63
Madhya Pradesh,W7,2014-11,2.9
Madhya Pradesh,W7,2014-12,2.67
Madhya Pradesh,W7,2015-01,2.57
Madhya Pradesh,W7,2015-02,3.11
Madhya Pradesh,W7,2015-03,2.89
Madhya Pradesh,W8,2014-04,2.47
Madhya Pradesh,W8,2014-05,2.7
Madhya Pradesh,W8,2014-06,2.52
Madhya Pradesh,W8,2014-07,3.06
Madhya Pradesh,W8,2014-08,2.73
Madhya Pradesh,W8,2014-09,2.39
Madhya Pradesh,W8,2014-10,2.52
Madhya Pradesh,W8,2014-11,2.24
Madhya Pradesh,W8,2014-12,2.44
Madhya Pradesh,W8,2015-01,2.25
Madhya Pradesh,W8,2015-02,2.66
Madhya Pradesh,W8,2015-03,2.6
Madhya Pradesh,W9,2014-04,9.68
